country,year,attack type,target industry,financial loss (in million $),number of affected users,security vulnerability type,defense mechanism used,incident resolution time (in hours),data breach in gb,severity_kmeans,country_encoded,attack type_encoded,target industry_encoded,security vulnerability type_encoded,defense mechanism used_encoded,severity_kmeans_encoded
brazil,2015,malware,healthcare,75.72,184554.0,zero day,ai based detection,39.0,180.61,High,51.0463731245923,49.52314083921895,50.03413125590179,50.73063247408982,50.74505869797225,69.99341233766233
uk,2022,phishing,it,48.71,520480.0,weak passwords,vpn,66.0,35.06,Medium,50.7941619047619,50.854168128888176,50.97536605796616,50.6939484857062,50.51369003690037,48.46779490529065
brazil,2020,malware,it,50.61,294668.0,social engineering,antivirus,37.0,137.25,Medium,51.0463731245923,49.52314083921895,50.97536605796616,51.27242457487658,51.08555063478004,48.46779490529065
usa,2017,man-in-the-middle,healthcare,54.54,892665.0,unpatched software,vpn,31.0,288.2,Medium,51.606640173410405,51.405620172648796,50.03413125590179,50.39994936708861,50.51369003690037,48.46779490529065
usa,2018,ransomware,healthcare,87.42,80926.0,unpatched software,antivirus,19.0,46.66,Critical,51.606640173410405,50.373152852977924,50.03413125590179,50.39994936708861,51.08555063478004,89.91338255033557
uk,2016,ransomware,it,51.41,884536.0,zero day,antivirus,34.0,55.2,Medium,50.7941619047619,50.373152852977924,50.97536605796616,50.73063247408982,51.08555063478004,48.46779490529065
brazil,2015,sql injection,healthcare,3.73,445422.0,unpatched software,ai based detection,70.0,409.17,Low,51.0463731245923,50.24415149006622,50.03413125590179,50.39994936708861,50.74505869797225,15.9447700770077
russia,2020,ransomware,government,52.28,376628.0,zero day,antivirus,30.0,20.46,Medium,50.27492296918767,50.373152852977924,52.12430513595166,50.73063247408982,51.08555063478004,48.46779490529065
japan,2023,phishing,it,35.27,26036.0,weak passwords,vpn,71.0,50.02,Medium,50.60352348993288,50.854168128888176,50.97536605796616,50.6939484857062,50.51369003690037,48.46779490529065
usa,2020,ddos,it,51.41,191369.0,unpatched software,antivirus,65.0,3.45,Medium,51.606640173410405,52.0362353858145,50.97536605796616,50.39994936708861,51.08555063478004,48.46779490529065
india,2020,phishing,it,51.41,899005.0,zero day,ai based detection,61.0,296.75,Medium,48.44036096256684,50.854168128888176,50.97536605796616,50.73063247408982,50.74505869797225,48.46779490529065
uk,2020,man-in-the-middle,education,20.57,119348.0,unpatched software,firewall,48.0,0.87,Low,50.7941619047619,51.405620172648796,48.46954841946814,50.39994936708861,50.07604240282686,15.9447700770077
japan,2020,man-in-the-middle,telecommunications,21.8,502006.5,social engineering,encryption,39.0,2.78,Low,50.60352348993288,51.405620172648796,51.06955882352941,51.27242457487658,50.98364175977653,15.9447700770077
usa,2020,phishing,education,51.41,239853.0,unpatched software,encryption,64.0,120.42,Medium,51.606640173410405,50.854168128888176,48.46954841946814,50.39994936708861,50.98364175977653,48.46779490529065
uk,2015,ransomware,telecommunications,99.83,419344.0,zero day,firewall,59.0,120.37,Critical,50.7941619047619,50.373152852977924,51.06955882352941,50.73063247408982,50.07604240282686,89.91338255033557
germany,2020,sql injection,healthcare,51.41,502006.5,zero day,antivirus,69.0,20.98,Medium,53.41150070126228,50.24415149006622,50.03413125590179,50.73063247408982,51.08555063478004,48.46779490529065
france,2021,malware,it,47.14,169113.0,weak passwords,vpn,37.0,68.15,Medium,49.647629427792914,49.52314083921895,50.97536605796616,50.6939484857062,50.51369003690037,48.46779490529065
russia,2015,phishing,government,24.06,867302.0,zero day,firewall,55.0,55.2,Low,50.27492296918767,50.854168128888176,52.12430513595166,50.73063247408982,50.07604240282686,15.9447700770077
france,2020,ddos,it,51.41,821848.0,zero day,firewall,60.0,55.2,Medium,49.647629427792914,52.0362353858145,50.97536605796616,50.73063247408982,50.07604240282686,48.46779490529065
uk,2020,phishing,government,35.96,982719.0,social engineering,encryption,26.0,79.41,Medium,50.7941619047619,50.854168128888176,52.12430513595166,51.27242457487658,50.98364175977653,48.46779490529065
japan,2015,ddos,it,76.22,769794.0,zero day,ai based detection,37.0,50.99,High,50.60352348993288,52.0362353858145,50.97536605796616,50.73063247408982,50.74505869797225,69.99341233766233
uk,2023,phishing,it,29.42,502006.5,social engineering,ai based detection,37.0,56.33,Low,50.7941619047619,50.854168128888176,50.97536605796616,51.27242457487658,50.74505869797225,15.9447700770077
russia,2020,ransomware,education,65.73,502006.5,weak passwords,encryption,24.0,114.42,High,50.27492296918767,50.373152852977924,48.46954841946814,50.6939484857062,50.98364175977653,69.99341233766233
uk,2015,ransomware,education,44.39,483598.0,zero day,antivirus,37.0,52.28,Medium,50.7941619047619,50.373152852977924,48.46954841946814,50.73063247408982,51.08555063478004,48.46779490529065
japan,2020,malware,it,80.49,661385.0,zero day,antivirus,26.0,3.28,Critical,50.60352348993288,49.52314083921895,50.97536605796616,50.73063247408982,51.08555063478004,89.91338255033557
australia,2020,man-in-the-middle,healthcare,56.14,401178.0,zero day,encryption,43.0,330.7,Medium,52.26311760612387,51.405620172648796,50.03413125590179,50.73063247408982,50.98364175977653,48.46779490529065
india,2018,phishing,it,11.57,502006.5,social engineering,antivirus,67.0,7.95,Low,48.44036096256684,50.854168128888176,50.97536605796616,51.27242457487658,51.08555063478004,15.9447700770077
uk,2017,ransomware,government,51.41,502006.5,zero day,antivirus,2.0,32.53,Medium,50.7941619047619,50.373152852977924,52.12430513595166,50.73063247408982,51.08555063478004,48.46779490529065
russia,2020,man-in-the-middle,government,51.41,554294.0,unpatched software,ai based detection,42.0,55.2,Medium,50.27492296918767,51.405620172648796,52.12430513595166,50.39994936708861,50.74505869797225,48.46779490529065
uk,2019,man-in-the-middle,banking,22.94,844953.0,weak passwords,antivirus,53.0,55.2,Low,50.7941619047619,51.405620172648796,51.34587037037037,50.6939484857062,51.08555063478004,15.9447700770077
uk,2020,phishing,it,94.02,581813.0,social engineering,encryption,20.0,2.14,Critical,50.7941619047619,50.854168128888176,50.97536605796616,51.27242457487658,50.98364175977653,89.91338255033557
uk,2020,malware,banking,9.76,122728.0,zero day,ai based detection,7.0,25.83,Low,50.7941619047619,49.52314083921895,51.34587037037037,50.73063247408982,50.74505869797225,15.9447700770077
uk,2020,ddos,education,39.33,267631.0,zero day,ai based detection,37.0,3.89,Medium,50.7941619047619,52.0362353858145,48.46954841946814,50.73063247408982,50.74505869797225,48.46779490529065
france,2019,sql injection,retail,3.87,755230.0,zero day,antivirus,31.0,55.2,Low,49.647629427792914,50.24415149006622,50.93712900096993,50.73063247408982,51.08555063478004,15.9447700770077
france,2018,malware,retail,51.41,502006.5,unpatched software,encryption,29.0,26.88,Medium,49.647629427792914,49.52314083921895,50.93712900096993,50.39994936708861,50.98364175977653,48.46779490529065
uk,2015,phishing,government,14.72,502006.5,zero day,ai based detection,37.0,61.53,Low,50.7941619047619,50.854168128888176,52.12430513595166,50.73063247408982,50.74505869797225,15.9447700770077
uk,2020,phishing,it,85.88,546017.0,social engineering,encryption,37.0,22.04,Critical,50.7941619047619,50.854168128888176,50.97536605796616,51.27242457487658,50.98364175977653,89.91338255033557
india,2024,phishing,it,48.83,96083.0,weak passwords,firewall,17.0,17.7,Medium,48.44036096256684,50.854168128888176,50.97536605796616,50.6939484857062,50.07604240282686,48.46779490529065
australia,2019,phishing,retail,60.04,366318.0,zero day,vpn,35.0,138.31,High,52.26311760612387,50.854168128888176,50.93712900096993,50.73063247408982,50.51369003690037,69.99341233766233
china,2017,malware,it,86.98,510454.0,zero day,vpn,18.0,107.99,Critical,49.59663946587538,49.52314083921895,50.97536605796616,50.73063247408982,50.51369003690037,89.91338255033557
germany,2023,phishing,government,12.62,502006.5,weak passwords,firewall,55.0,124.85,Low,53.41150070126228,50.854168128888176,52.12430513595166,50.6939484857062,50.07604240282686,15.9447700770077
uk,2024,ransomware,healthcare,63.74,83374.0,zero day,vpn,45.0,55.2,High,50.7941619047619,50.373152852977924,50.03413125590179,50.73063247408982,50.51369003690037,69.99341233766233
usa,2016,phishing,banking,20.44,981595.0,weak passwords,encryption,37.0,23.16,Low,51.606640173410405,50.854168128888176,51.34587037037037,50.6939484857062,50.98364175977653,15.9447700770077
france,2020,phishing,banking,13.38,934436.0,unpatched software,firewall,64.0,55.2,Low,49.647629427792914,50.854168128888176,51.34587037037037,50.39994936708861,50.07604240282686,15.9447700770077
india,2020,ransomware,healthcare,79.48,461093.0,zero day,firewall,42.0,115.79,High,48.44036096256684,50.373152852977924,50.03413125590179,50.73063247408982,50.07604240282686,69.99341233766233
uk,2019,phishing,retail,86.79,214195.0,zero day,antivirus,54.0,2.09,Critical,50.7941619047619,50.854168128888176,50.93712900096993,50.73063247408982,51.08555063478004,89.91338255033557
germany,2021,sql injection,education,17.55,519698.0,social engineering,encryption,30.0,98.61,Low,53.41150070126228,50.24415149006622,48.46954841946814,51.27242457487658,50.98364175977653,15.9447700770077
japan,2017,man-in-the-middle,healthcare,16.71,502006.5,zero day,antivirus,69.0,86.81,Low,50.60352348993288,51.405620172648796,50.03413125590179,50.73063247408982,51.08555063478004,15.9447700770077
usa,2015,phishing,government,41.75,502006.5,zero day,antivirus,41.0,59.93,Medium,51.606640173410405,50.854168128888176,52.12430513595166,50.73063247408982,51.08555063478004,48.46779490529065
japan,2022,ddos,telecommunications,51.41,534069.0,social engineering,antivirus,37.0,43.64,Medium,50.60352348993288,52.0362353858145,51.06955882352941,51.27242457487658,51.08555063478004,48.46779490529065
france,2022,sql injection,government,68.53,812679.0,zero day,encryption,67.0,1.16,High,49.647629427792914,50.24415149006622,52.12430513595166,50.73063247408982,50.98364175977653,69.99341233766233
uk,2023,phishing,education,23.86,502006.5,zero day,encryption,37.0,55.2,Low,50.7941619047619,50.854168128888176,48.46954841946814,50.73063247408982,50.98364175977653,15.9447700770077
china,2020,sql injection,it,80.98,708357.0,weak passwords,antivirus,49.0,799.64,Critical,49.59663946587538,50.24415149006622,50.97536605796616,50.6939484857062,51.08555063478004,89.91338255033557
usa,2018,man-in-the-middle,it,51.41,491008.0,weak passwords,encryption,37.0,55.2,Medium,51.606640173410405,51.405620172648796,50.97536605796616,50.6939484857062,50.98364175977653,48.46779490529065
uk,2016,phishing,telecommunications,99.98,761576.0,unpatched software,antivirus,9.0,55.2,Critical,50.7941619047619,50.854168128888176,51.06955882352941,50.39994936708861,51.08555063478004,89.91338255033557
india,2020,phishing,it,12.64,10206.0,weak passwords,encryption,28.0,56.0,Low,48.44036096256684,50.854168128888176,50.97536605796616,50.6939484857062,50.98364175977653,15.9447700770077
australia,2021,sql injection,banking,92.66,49085.0,weak passwords,vpn,32.0,92.96,Critical,52.26311760612387,50.24415149006622,51.34587037037037,50.6939484857062,50.51369003690037,89.91338255033557
brazil,2020,ddos,it,51.41,131940.0,weak passwords,antivirus,34.0,146.68,Medium,51.0463731245923,52.0362353858145,50.97536605796616,50.6939484857062,51.08555063478004,48.46779490529065
uk,2021,phishing,it,68.5,396839.0,zero day,encryption,60.0,55.2,High,50.7941619047619,50.854168128888176,50.97536605796616,50.73063247408982,50.98364175977653,69.99341233766233
germany,2020,phishing,banking,51.41,46824.0,social engineering,vpn,39.0,103.27,Medium,53.41150070126228,50.854168128888176,51.34587037037037,51.27242457487658,50.51369003690037,48.46779490529065
uk,2019,ddos,it,51.41,705326.0,unpatched software,encryption,19.0,675.18,Medium,50.7941619047619,52.0362353858145,50.97536605796616,50.39994936708861,50.98364175977653,48.46779490529065
india,2015,malware,telecommunications,4.52,252949.0,unpatched software,firewall,51.0,247.0,Low,48.44036096256684,49.52314083921895,51.06955882352941,50.39994936708861,50.07604240282686,15.9447700770077
russia,2021,phishing,government,45.97,699825.0,zero day,antivirus,60.0,1827.04,Medium,50.27492296918767,50.854168128888176,52.12430513595166,50.73063247408982,51.08555063478004,48.46779490529065
germany,2016,man-in-the-middle,banking,51.41,882784.0,weak passwords,vpn,31.0,20.39,Medium,53.41150070126228,51.405620172648796,51.34587037037037,50.6939484857062,50.51369003690037,48.46779490529065
australia,2022,ddos,it,92.06,721334.0,social engineering,vpn,31.0,674.71,Critical,52.26311760612387,52.0362353858145,50.97536605796616,51.27242457487658,50.51369003690037,89.91338255033557
japan,2022,malware,it,71.15,502006.5,zero day,encryption,70.0,55.2,High,50.60352348993288,49.52314083921895,50.97536605796616,50.73063247408982,50.98364175977653,69.99341233766233
uk,2024,ransomware,telecommunications,9.74,118118.0,social engineering,vpn,17.0,92.79,Low,50.7941619047619,50.373152852977924,51.06955882352941,51.27242457487658,50.51369003690037,15.9447700770077
japan,2020,phishing,education,30.42,272199.0,zero day,antivirus,37.0,163.81,Low,50.60352348993288,50.854168128888176,48.46954841946814,50.73063247408982,51.08555063478004,15.9447700770077
uk,2016,phishing,retail,59.44,964115.0,unpatched software,firewall,48.0,25.38,High,50.7941619047619,50.854168128888176,50.93712900096993,50.39994936708861,50.07604240282686,69.99341233766233
brazil,2023,man-in-the-middle,it,51.41,171936.0,weak passwords,vpn,70.0,62.3,Medium,51.0463731245923,51.405620172648796,50.97536605796616,50.6939484857062,50.51369003690037,48.46779490529065
japan,2022,malware,healthcare,73.26,502006.5,social engineering,firewall,7.0,55.2,High,50.60352348993288,49.52314083921895,50.03413125590179,51.27242457487658,50.07604240282686,69.99341233766233
germany,2022,man-in-the-middle,it,92.88,521871.0,zero day,encryption,6.0,18.81,Critical,53.41150070126228,51.405620172648796,50.97536605796616,50.73063247408982,50.98364175977653,89.91338255033557
uk,2020,malware,government,46.25,502006.5,weak passwords,encryption,16.0,55.2,Medium,50.7941619047619,49.52314083921895,52.12430513595166,50.6939484857062,50.98364175977653,48.46779490529065
uk,2015,phishing,banking,51.64,502006.5,zero day,antivirus,59.0,55.2,Medium,50.7941619047619,50.854168128888176,51.34587037037037,50.73063247408982,51.08555063478004,48.46779490529065
brazil,2022,ddos,telecommunications,79.5,789067.0,zero day,firewall,63.0,1001.78,High,51.0463731245923,52.0362353858145,51.06955882352941,50.73063247408982,50.07604240282686,69.99341233766233
uk,2022,ddos,it,93.96,446331.0,unpatched software,antivirus,17.0,245.18,Critical,50.7941619047619,52.0362353858145,50.97536605796616,50.39994936708861,51.08555063478004,89.91338255033557
france,2024,ransomware,government,52.85,927623.0,weak passwords,firewall,29.0,47.72,Medium,49.647629427792914,50.373152852977924,52.12430513595166,50.6939484857062,50.07604240282686,48.46779490529065
germany,2020,ddos,telecommunications,84.38,724629.0,unpatched software,ai based detection,18.0,29.84,Critical,53.41150070126228,52.0362353858145,51.06955882352941,50.39994936708861,50.74505869797225,89.91338255033557
france,2023,phishing,education,54.26,21699.0,weak passwords,ai based detection,32.0,25.52,Medium,49.647629427792914,50.854168128888176,48.46954841946814,50.6939484857062,50.74505869797225,48.46779490529065
germany,2017,sql injection,healthcare,12.56,135042.0,weak passwords,antivirus,13.0,55.2,Low,53.41150070126228,50.24415149006622,50.03413125590179,50.6939484857062,51.08555063478004,15.9447700770077
china,2020,phishing,it,51.41,884741.0,zero day,antivirus,30.0,55.2,Medium,49.59663946587538,50.854168128888176,50.97536605796616,50.73063247408982,51.08555063478004,48.46779490529065
australia,2023,ddos,it,99.62,285609.0,weak passwords,firewall,46.0,358.83,Critical,52.26311760612387,52.0362353858145,50.97536605796616,50.6939484857062,50.07604240282686,89.91338255033557
