Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),Data Breach In GB
Russia,,PHIshing,EducatION,66.25,702883.0,INsIDER,UnPaTcHED SoftwaRe,,31.0,52.65
,2017.0,MalwaRe,EDucAtiON,78.38,516103.0,,UNpATcheD Software,FiRewALl,62.0,119.0
,,MAlwarE,ReTaiL,84.7,542283.0,  HAcker GrouP  ,,,64.0,9.58
RussIa,2016.0,SQL InJeCtion,GovernmEnt,43.75,173441.0,Hacker Group,Social ENgineeRiNG #,  AnTivIruS ,43.0,654.9
FRANce,2017.0, DDoS  ,RetAil,67.36,856228.0,HaCKeR GrouP,ZeRo-daY@,EncryPtiOn,47.0,979.72
 UK ,2019.0,MalwARe#,IT,68.54,791265.0,,SociAl EnginEErIng,FirewaLl,65.0,58.6
USA,,,RETaiL,45.42,,HAcker Group,SociAl ENginEeRIng,Firewall,,
Russia,2023.0,MalwarE,TelecommunICAtIOnS,,338867.0, NaTion-State  , UNpATcHed SOftwARe  ,AI-BaSEd DeteCTiOn,34.0,30.01
,2018.0,Ransomware,GOvernMent,44.98,951249.0,Hacker GroUp,WeAK PassworDs,VPN,25.0,
  USA,,RanSomwARE,  IT  ,50.4,34584.0, Insider,Zero-daY,,43.0,467.7
Brazil,2021.0,,  EdUcatIon,,298836.0,HAcker Group#,SocIAl EngineeRIng,EncRyptiON,29.0,27.43
BRAzil,2018.0,Malware,ReTAil,27.82,526161.0,UNKnoWn!,UNpaTChed SOftwarE, AI-bAsed DetectioN  ,12.0,6.87
  BrazIL ,,,,76.95,,,SOCiaL EnGineering,VPN,44.0,4.87
CHina,2017.0,SQL InJEcTioN,Banking ,,206897.0,UNkNowN,ZErO-dAy  ,EncryPtiOn,18.0,1201.4
JaPan,2022.0,MALwarE,IT,,,NatIoN-state,UNPatchEd SOftwaRe,AI-basEd DetEction,56.0,24.69
,,RANSomware,HealthCare,90.37,540353.0,,UnPatCHeD Software,AntivirUS,68.0,41.32
,2015.0, PHisHing  @,ReTAiL,,779922.0,Nation-StatE,ZEro-DAy#,,50.0,
,2016.0,RANsoMwAre,,,,Hacker GrOup,Weak PasSwords,AI-bASed DEtectiOn,46.0,226.45
,2021.0,Man-In-the-Middle, HealthcaRe  ,28.34,,NatiOn-state,,FIRewAll,20.0,16.91
InDia,2023.0,,  EducatiON ,9.95,317488.0,InsIder  ,SOcIal EnGineERINg,VPN,46.0,26.13
,2024.0,,IT,72.33,,UnknOwn  !,, AI-bAseD DeteCtion,26.0,85.57
UK ,,,IT,61.42,211305.0,HaCkeR GrouP,,,27.0,11.07
UK,2024.0,DDoS,,68.83,,Hacker Group,UnpATched SoFtWare,FIRewall,32.0,41.77
,2020.0,RansoMware,HEaLthcaRe,,785179.0,UnKnown, Weak PassWoRds  @, VPN  ,2.0,
,2022.0,SQL InjectiOn,,1.99,652682.0,,SoCial EngINEeRing,Encryption,46.0,
,2022.0,  SQL InJectION  ,BaNkIng,5.85,,NatIon-State@,,EncrYPTiON#,57.0,66.41
,2024.0,Man-in-tHe-MIddle#,  GovErnment ,45.75,,InsIDer,,AnTiviruS,58.0,75.36
,2022.0,DDoS!,REtaIl  ,93.71,474552.0,Nation-sTaTE,ZErO-day,EnCrYPtIOn,,
FranCe,2024.0,SQL INjEctiOn,HealtHcarE,,400840.0,InSider,,VPN,57.0,1090.32
  USA  ,2020.0,PhisHiNg!,EducAtion,,275819.0,NatIOn-StAtE,SOCial EnGineErING#,FireWall,69.0,16.15
BrazIl,2021.0, DDoS  ,Retail,89.79,454088.0,HacKEr GroUP  ,SOCial EnGiNeeRing,VPN,70.0,
 FraNcE,2018.0,PHIsHiNg,GovernmenT,30.68,338619.0,Hacker GrOup,UnpaTched SOFtware,AntivirUs#,68.0,64.88
,2018.0,,  BaNking,31.56,940038.0,HaCker Group,ZERO-daY,AnTIVirus,24.0,247.93
USA ,, DDoS,GOveRnmEnT,98.73,17805.0,NAtioN-state@,,AntIViRuS,31.0,
,2020.0,,,92.13,,  NaTIOn-sTATE  ,SOCiaL EngineeriNg,  AI-BAsed DetectioN,,52.04
 USA  ,2016.0,PhIshing,ReTAil,71.14,198602.0,UnknOwn,  ZeRo-day  !,FirEwalL,,84.44
InDia#,2023.0,DDoS,,73.85,504861.0,UnknowN,WeAK PASsWORds#,AntIvirus,65.0,
  UK ,2016.0,MaLwaRe,,91.24,695618.0, NatioN-stAte ,SOcial EngIneering,ANtiviRuS,,1.81
China,2022.0,,HeAlthcare,5.4,270732.0,, WeAK PasSWorDs  ,FIreWaLl,31.0,5.04
UK,2015.0,PHiShing,,77.58,270326.0,  NAtIoN-sTate  ,,FIrEwalL,24.0,
,2017.0,,,80.95,827534.0,HackEr Group,UNpaTchEd SOfTware!,FirEwalL@,29.0,23.51
GErmAny,2020.0,MaN-in-tHe-MiddLE,RetaiL,,,,Zero-DAY,FirewAll,14.0,9.03
RUSsia,2016.0,MaLWaRe,TeleCOmmuNicAtioNs,52.2,279065.0,,UNpAtched Software,VPN,,168.07
,2017.0,RAnSoMwarE,TelecommUNIcAtionS,49.56,119598.0,InsiDer,UnPatchEd Software#,,43.0,54.77
GeRmaNy,2016.0,  SQL InjEction,  EducaTIon ,,,NatIon-statE,WEak PassWoRds,AI-baseD DetEctioN,30.0,39.57
BRaZil,2018.0, PHIsHinG,,66.07,656031.0,NaTiOn-StaTE,SociAl EngIneeRINg,,36.0,8.3
ChINA#,2022.0,RAnsomware,,85.72,637259.0,,ZerO-daY,VPN,57.0,
RussIa,2023.0,SQL Injection,EDucaTiOn,0.98,623106.0,NATIOn-staTe,Weak PaSSworDs,FirEwAlL,43.0,1.06
InDIa!,,DDoS!,  EduCatioN ,21.74,513867.0,  UNknOwN,ZErO-daY,FIrewall,34.0,42.76
,2023.0,,HeAlthcarE,,710871.0,InSiDeR,ZeRO-dAy,FirEwaLl,55.0,60.03
IndiA,2020.0,  MalwaRe  ,HeAlthcAre,7.08,875225.0,Unknown,Zero-daY,ANtiVIrUS,31.0,78.48
GermAny,2024.0,MaLwARe,RetAiL,71.2,989625.0,UnkNown,SOciaL EngINeering ,FiRewALl,,5.23
China,2016.0,DDOS,Education,89.08,210433.0,InSider,WeAk PAsswORDs,AI-BAsed DeteCtIon,63.0,76.49
USA !,2018.0,,IT,26.31,709153.0,HaCker GrouP,WEAK PASSwORdS, VPN ,,
France,2020.0,RaNsoMWAre,IT,21.11,568832.0,NatiOn-STate,SOCIal ENginEErINg,,12.0,16.14
China,2022.0,,REtail,51.76,355545.0,,Weak PasSwoRds,EnCryptiOn,68.0,160.28
GeRMany,2019.0,PHishinG, EduCaTION,90.91,112635.0,INSIder,WeAk PAssWOrds,,55.0,1120.1
BRAzIl,2015.0,,Banking,89.39,988268.0,UnkNown#,ZeRo-day,,44.0,58.97
,2021.0,MALwarE,  EduCAtion  ,65.87,,,Zero-DaY,ENcryPtioN,,16.03
Japan,,,,78.16,512258.0,HacKeR GROuP,,EncryptIoN,32.0,
AustrAlia ,2024.0,RanSomwAre,HeALthCare,24.21,180760.0,  NaTiOn-stAte  ,,EncrypTion!,34.0,223.31
USA,2023.0,Man-in-the-Middle,RetAIl,81.16,691638.0,UNKNown,,AnTivirus,17.0,
RussIa,,RaNSomwAre,IT,,123757.0,INsiDer,,EnCryPtiON,54.0,
GerMany,2018.0,DDoS,TelecommunICatiOnS,,702285.0,HaCKeR GrOUP,,AI-BasEd DetEctIOn,46.0,18.67
AUsTraLia,,DDOS,EDucatIon,9.73,907708.0,Unknown,UnpAtcHEd SoFTwaRE,AI-BaseD DeteCTIOn,44.0,79.71
AustRALia,,DDoS,HEalThcAre,4.49,713160.0,Hacker GroUp!,UnPatched SofTwAre,,26.0,557.45
USA,,MalwarE,BankIng@,46.75,239200.0,,SOCiAl EnginEErIng,EnCryptioN,8.0,
ChinA,2016.0,DDoS,HeAlThcare  ,63.15,500521.0, NaTIon-STAte  ,Weak PASsworDs,ENcryPtion,,2.93
  IndiA ,2015.0,PHIshinG!,IT,,741259.0,HaCKEr GrouP,UnpAtchED SOftware,ANtiviruS@,18.0,
Japan,2021.0,SQL INjEctIon,EducatiON,3.97,604843.0,,,AI-based DetECTiON,,506.12
UK,2023.0,SQL INjectION!,,,697610.0,INsideR,,EnCRyptIon,18.0,4171.22
GermaNy,,SQL InjecTion,IT,58.35,730850.0, HackeR GRouP,WeAk PAsSWordS@,AI-basEd DetectIoN,27.0,156.91
AustraLIa,2018.0,SQL INjEcTioN,,65.08,417807.0,INsider,SoCiaL EnGineeRIng,FIrewaLl,,31.44
  INdIA,2020.0,MaLwAre#,HEalthcArE,,58205.0,HaCker GroUp,UNPatchEd Software,EncrYPtiOn,63.0,
 INDia,2016.0,,HealTHcARE,33.11,830670.0,UNkNOwn,,ANtivirUs,11.0,1522.51
BrazIl,2024.0,RansomwAre,,57.7,691990.0,InsiDer,Weak PAsswords,AnTIvirUS#,41.0,162.9
USA,,RaNsomware,RetaiL,74.68,498089.0,InSIDER,Weak PASsworDS,EnCrYpTioN,18.0,15.3
,2015.0,,IT,86.82,748040.0, InSIder  #,  Weak PAssWords  ,,18.0,40.26
,2018.0,RansOmwAre,HEalthCARe,4.51,909979.0,Nation-sTate,SoCial ENgINeerIng,VPN!,65.0,86.95
AuSTrALia!,2019.0,,,,286038.0,,SoCial Engineering,EnCrYptioN,,123.43
RussIa,2021.0,SQL INjectIoN,RetAIL,82.88,479586.0,InsIdEr ,,AI-BAsed DEtEcTIon,8.0,14.16
AUstrALia,,PHiShing ,BANKinG,42.03,454763.0, HacKeR Group ,,FiRewAll,14.0,21.73
,2019.0,,  TElEcoMMunicaTioNS  ,33.85,60183.0,,UNpatcHed SOftwaRe,AI-BAsed DeTECtion,17.0,4.57
RUSsia,2018.0,PhishIng@,EducAtion,,596801.0,,WEAk PaSsWOrds,AntivIRUs  @,,
ChinA,,RAnsomWare,IT,71.9,698786.0,HaCkEr GrouP@,Zero-Day,ANTiVIRuS,,32.71
Japan,2021.0,,TeLecoMmuniCaTIOnS,94.23,441749.0,NAtiON-staTe,UnpatcHed SOftWArE,,55.0,109.89
China,2018.0,SQL INjectION,,,966102.0,HaCker GrOUp,,FIrewAll,1.0,461.0
INdiA,2017.0,,HeALThcAre,66.29,430200.0, UnKnown  ,, ANTiVIrus  ,48.0,75.93
UK,2023.0,RAnSomware,BAnkinG,49.89,638668.0,NAtIon-state@,SOCIal EngineErinG,EncRyption,47.0,46.09
,2019.0,DDoS,HeALTHcaRe ,81.91,127817.0,NaTIOn-statE,Weak PAsswordS,  Antivirus  ,66.0,73.03
BRazIl,2017.0,Man-iN-the-MiddlE!,GovErnmenT#,14.54,491794.0,NAtion-STate,Zero-day,EncryPTion,,60.03
GErmANy,2024.0,RANSomware,IT!,33.44,,HaCKeR GRoup!,SocIal EnGineeRing,,,
AuStraLia,2017.0,,EdUcATiOn,31.74,724207.0,HacKER Group,Weak PasswoRDs,FireWAlL,,87.03
,2018.0,SQL Injection,HealtHCarE#,,451780.0,  HackEr GroUp#, UNpatcheD SoftwAre,VPN,28.0,24.13
 InDia  ,2016.0,MaN-IN-The-MiDdLE,HEaltHcARE,8.25,875227.0,UnKnown,ZerO-day,AI-BaSed DetectiON,20.0,262.9
BrAzil,,MalwaRE,BaNKing,,334945.0,NaTion-StAte,WeaK PassWOrds,ANTiviRus,33.0,345.75
AuStRalIa,, DDoS ,IT,81.89,525978.0, UnKnoWn,,,,7.33
,2016.0,PhiShing,ReTAIl,37.29,761252.0,,,VPN,57.0,544.12
,,PhIsHing  ,GoVernment,,168075.0,InsIder,SocIal ENginEeriNg,,52.0,94.36
JapaN,,,  BaNkiNg ,6.57,,HAckER GrouP,,EnCRyPtion,71.0,83.5
,2018.0,,IT,17.99,60917.0,UNknoWn,Zero-DAY,,1.0,247.14
USA,2017.0,Man-in-thE-MIdDle,BankinG,59.54,839892.0,NatiOn-StaTe,Weak PASsWorDs,,20.0,23.33
BRazil,2021.0,RansOmwaRe,GovErnMent,72.14,673933.0,Unknown,ZEro-daY,  AI-BAsed DetectIon  ,22.0,228.43
USA,2021.0,,EdUcatIOn,84.64,534283.0,InsIdeR,SocIal ENgineERiNg,  VPN,49.0,31.03
UK ,2022.0,DDOS,  EdUcAtion,32.2,49715.0,INSider,UnpATCHEd SofTware,,,5.97
ChIna,2022.0,,,1.16,,HaCKer Group,  Zero-daY,FirewalL,15.0,
  RuSSIa  ,,SQL InjectiOn,HealthCaRe,48.71,861410.0,UnKNown,,VPN#,7.0,
Germany@,2016.0,DDOS,,14.28,547178.0,,SociAL EnGiNeErINg!,,45.0,13.22
JApAn#,2020.0,RAnsOMwarE,Banking,37.38,273660.0,InSidEr#,Weak PAsswordS,Firewall,6.0,611.01
Brazil,2023.0,PHishinG,IT,23.01,195113.0,,UnpatcHed SoFTWare, ENcRyPtioN ,4.0,325.03
ChinA#,2018.0,,BANkinG#,,881294.0,InSidEr,UNpatched SoFTwARe,AI-baSeD DetectIoN,,403.49
USA,2024.0,PHisHiNg,GOVErnmeNt,58.64,146937.0,Hacker GRoUp#,Social ENGinEerinG ,FIrewall,10.0,65.84
RussIa,2016.0,PHisHINg,HealthcAre,,72191.0,,WeAk PassworDs!,,3.0,80.38
AusTraLiA,,Man-in-the-MiddlE,GOVernmEnt ,90.65,898589.0,HaCker GRoup,ZErO-day!,,58.0,9.11
Japan,2024.0,MaLwAre,,30.66,430306.0,NaTIon-staTe!,Weak PasswOrDS,VPN,67.0,
AusTraliA,2022.0,,IT,27.02,835814.0,InsIder,  Weak Passwords,  ENcrYPTIon ,40.0,
RUSsIA,2015.0,SQL InjeCTiON,,56.07,837322.0,  INsider ,ZeRo-daY,,25.0,127.86
,2019.0,SQL INjeCTiON,TelecommuNicatioNs,,299403.0,UnKnown!,  Unpatched SoFtwaRe,AntivIRus,23.0,
USA,2024.0,MAN-iN-tHE-MiDdLe,GoverNMent,96.13,482492.0,UNknOWn,,ENcryptioN,17.0,22.0
ChinA,2022.0,,IT,88.61,777010.0,,WEAK PasswordS  !, VPN ,34.0,45.19
GErmAny,2021.0,DDoS,IT,73.5,806210.0,Unknown  ,Weak PAsswoRDS,AntivIRus,5.0,
,2024.0, MAlwArE,GoVeRNment,1.17,281616.0,NAtIon-statE!, UNpAtched SOFtwarE  ,,6.0,13.42
InDIa,,RAnsomware!,BANkinG,42.02,827952.0,,UNpaTcHed SoFtWare,AI-BaseD DetectIon ,21.0,
,,MaLwARE,,,179586.0,HaCker GrOUp,SoCiaL EngineeriNg,VPN,27.0,114.37
,2022.0,,ReTAIL,26.63,725905.0,HackEr GroUP#,Zero-dAy,,54.0,33.51
USA#,2016.0,DDoS,HeAlthcaRe,30.49,,HAckEr GRoup,WEak PASswords!,AI-BaseD Detection,40.0,
,2024.0,,,14.01,,NaTioN-StAte,  WEAk Passwords,,10.0,5.66
USA,2019.0, DDoS ,GoVErNMent,49.88,441744.0,UnkNown,WEAk PasswOrDs,FirewALl@,40.0,294.17
JaPaN@,2016.0, MaLWare ,TElecOmmunIcatiONS,4.84,936738.0,InsidEr,Weak PAssWordS,AnTIvIruS,8.0,147.2
USA,2024.0,,EDUcatIoN,75.51,822636.0,,SOCIal EnGineering,AntIVirus ,63.0,23.26
AUSTralia,2018.0,MalwARE,BAnkinG!,68.32,843891.0,UNkNowN,,ANtivirus,31.0,
RuSSiA,2020.0,,HEalThCarE,6.37,82576.0,Nation-statE#,Weak PasSwords  ,VPN,,2.41
FraNCE#,2024.0,RaNsomwAre@,Banking,97.53,,Unknown!,WEak PaSsWoRDs,VPN,39.0,
UK,2024.0,RaNsomwARE,BanKinG,12.22,860343.0,,,AntIvirus,42.0,262.63
AUSTraLIa,2023.0,,GOvernmEnt#,55.72,14483.0,NAtIOn-staTE  , WEak PaSswoRds,,36.0,50.19
,2023.0, MalWarE  #,TelecOmMuniCations,67.77,871255.0,HaCkeR Group,SOciaL EnGinEeRING,  AI-Based DeTeCTion  ,24.0,312.46
INdia,2019.0,MAN-in-tHE-MIddlE#,GovErNmenT,98.86,48647.0,UNKnoWn,ZerO-day,EncRYptIon,48.0,21.55
AustrAlIa,2024.0,PhisHing,,74.75,,INsIder,,VPN,,157.69
Brazil,2022.0,,ReTail ,89.11,749386.0,UnKnOwn  ,UnpAtcheD SOfTware,,16.0,18.61
RusSiA,2018.0, MaLwarE,TelecomMUNiCAtions@,89.79,900723.0,InsiDER,Zero-day,Firewall,32.0,12.83
France,2024.0,PhiShing,IT,,943151.0,NatIon-StAte,,VPN,66.0,46.49
,2019.0,MalWarE,EdUcATion,1.05,93580.0,NatioN-STate,UnPaTcHed SOftWarE,VPN,21.0,20.14
  CHINa ,2019.0,,ReTAil,,,InsiDER,SocIAL ENgineeriNG,VPN,60.0,
 USA  ,,MalwAre#,TelecommunicATIoNs,0.71,28436.0,Unknown,,EnCRYpTiON  ,66.0,
FRAnce,2015.0,,  HealThcare  ,41.92,383484.0,Unknown,UnpaTCheD SOfTwAre!,,52.0,64.05
GeRmAnY,,  DDOS ,TelecOmmunIcaTiONs ,,27446.0,,SOciAL ENGIneEring,,13.0,365.97
Japan,2020.0,PhIsHinG,HeaLtHCaRe,73.13,,NaTiOn-staTe@,UnpatcheD SoFtwAre,  FiReWaLl,29.0,222.56
BraZil!,2024.0,SQL InjectioN,IT,33.94,88304.0,,,ENcrypTiON  ,41.0,340.33
,2019.0,MAlware,GOVernMeNt  ,4.95,281096.0,NatIoN-staTe,ZEro-DAY,,2.0,160.86
AUstralIa,2018.0,SQL InjeCTIOn,BanKInG,50.23,793612.0,,ZerO-day,  FirewAll,12.0,89.92
UK  @,,,BankiNG,49.92,848188.0,,UNpatcheD Software ,,12.0,8.64
IndIA,2016.0,Man-in-the-MIddle,,,374767.0,UNKnown,UnpaTchEd SofTwaRe, AnTiVIrUS  ,,
FrANcE,2019.0,DDoS,TelecommunICaTions,,,NATiOn-statE,  UNpatChEd SofTware  ,VPN,8.0,
,2020.0,,,,877560.0,NatiON-state,WEak PassWords,EncrYpTioN,61.0,485.97
Germany,2016.0,,GovernMEnt,58.93,249279.0,UnKNowN,,VPN,58.0,152.85
,,RanSomWarE,GovErNment,9.24,126143.0,UnkNoWn,WeAk PasswoRds,AntiVIrUs,35.0,
FrAnce,2021.0,MalwaRe!,  GOvernmEnT,50.84,7910.0,Unknown,UNpATChed Software,FIrewAll,19.0,
BRAzil,2020.0,SQL InjectioN ,EDUcaTion!,85.12,732802.0,NATiOn-State ,,AntiViruS,62.0,33.46
,2019.0,,TelECommunicAtIOns!,12.13,,HaCker GROup,UnPAtCHed Software,,,103.96
,2019.0,Man-in-the-MiDdle,TeLecomMuNIcAtiONs,6.24,739538.0,Nation-sTate,ZeRo-day,EnCRyption,5.0,311.51
UK,2016.0,,RetAiL,,251689.0,,, AntivirUs ,1.0,43.91
,2015.0,MAlWare,EdUCation,75.2,,  INSidER  #,Social EnGineering,AI-based DeTECtion,5.0,48.25
UK,,,,71.88,757595.0,,Weak PaSSwoRds!,VPN,40.0,153.04
JApan ,2024.0,MAn-in-the-MidDlE,ReTaiL,12.62,970866.0,HAckeR GrouP@,WeaK PaSswords,FireWall,13.0,10.09
BRazil,,MaLwAre,GovERNmenT,79.56,334916.0,NaTIoN-STatE,WEAk PasswordS,FiREwall,35.0,
 UK ,2019.0,Man-in-the-MiddlE@,  IT ,35.37,384185.0,InsiDeR,,FIrEwalL,71.0,
Australia,2016.0,PhiShing,EducatioN,,,NAtiOn-state,,VPN,24.0,3.07
  FRance ,2016.0,,IT ,62.08,,Nation-STaTe,SociAl EnginEeRIng,ENCrYPTIon#,11.0,
RusSiA,,RansomwarE,BankiNg,28.79,183711.0,InsIDer,ZerO-daY,,50.0,697.63
FRaNCe,2015.0,,REtail,83.45,573985.0,InsIDer,Weak Passwords,,45.0,131.59
JaPan,2018.0,  DDOS, HealTHcArE ,,675172.0,NatioN-state,WEak PAsswordS,Antivirus,43.0,168.45
GermAny,2018.0,DDOS,GOvErnmeNT@,35.76,,InsiDer#,UNpAtched SoFtwarE,EnCrYptiOn @,,58.09
AustRAliA,2016.0,DDoS,IT,43.19,825866.0, Unknown ,Weak PaSswOrds,FireWALL#,23.0,43.44
USA,2019.0,RaNsOmWARe,HealthcaRe,92.43,206631.0,Unknown,,,64.0,5.38
GeRmanY,,,BAnkiNG,40.18,,Nation-statE,Weak PASSwoRds@,ENcryptiON#,43.0,1.84
JAPAn,,SQL InjecTion,IT ,,322255.0,NatIon-State,Zero-dAY,AI-bAsed DeTEction,41.0,73.29
,2021.0,RanSomwaRE,,44.84,16106.0,NAtIOn-stAtE,,,,391.05
USA,,Man-In-thE-MIddLe#,EDucatION,51.43,640851.0,,Zero-day!,,,91.49
,2022.0,PhiShiNg,BankiNg,12.42,570853.0,UnKnOwn,UnPaTched SoFTWare,ENCRyPTioN,4.0,
USA,2023.0,SQL InJectION, BANking ,98.91,,UnKNoWn,UNPatched SoFTwarE,,,587.32
,,RAnSoMwaRe,,64.68,716832.0,HaCKer GrOUp ,SociaL ENginEeRing!,VPN,,89.4
USA,2015.0,MalwaRE#,RetAIL,41.34,677462.0,UnkNown,,AI-BaSeD DeteCtion,45.0,45.42
FRAnce,2020.0,  DDoS ,,52.09,,InSiDeR,UnpATCHed Software,EncryptIon,4.0,15.99
India,2023.0,DDOS,ReTail,26.01,274512.0,InsidEr,WeAK PasswORDS,AI-bAsEd DEteCtIOn,69.0,1133.79
 GerMany,2017.0,  MAlwAre ,GOvernmenT,63.97,590555.0,NatioN-state@,,AI-basEd DeTeCtIon,27.0,
,2024.0,,TeLECOmMUnIcaTioNS,42.28,297456.0,,ZerO-day,VPN#,,13.26
RUsSia,2015.0,,GoVernment,2.73,465465.0,NAtion-StATe,UNpaTChEd SOftware,ENcRYPtioN,60.0,9.42
,2023.0,,IT,58.9,24387.0,,UnpATched SOftWARe  ,EnCrYpTioN,,357.66
FrAnCe,2020.0, Man-IN-THe-MiddlE  ,EduCation,35.12,871001.0,,,ANtiVirus@,,11.52
,2019.0,MaLWaRE,IT ,8.31,,UnkNOwn,,FIrewall,46.0,880.73
FranCe  #,2015.0, PHIshInG  ,RetaIl,84.86,190100.0,,ZEro-daY,AI-bAsed DeteCtion,69.0,0.87
,2018.0,SQL InjECtion,IT,63.56,3324.0, UNKNoWn,,ENCRypTion,65.0,
UK,,,REtaIl#,33.24,,INSidEr@,UNpATched SoftwAre,EncrYptiON!,53.0,
Russia#,2015.0,MAlWarE,HeaLthcARe,35.11,477346.0,  UnkNoWn#,Social Engineering @,FiREwaLl,,65.23
,2021.0,, HealthcarE ,49.73,386686.0,Insider,ZeRo-Day,AI-BasEd DeTecTIon,7.0,
  RusSia ,,DDoS,BaNkIng,,922456.0,InsiDEr#,Zero-day ,VPN,67.0,930.85
,,,  TeLecommunicAtionS  ,84.09,954379.0,InSIder!,SOcial EnginEEring,VPN,59.0,157.68
GErMany,2024.0,PHIsHinG,TElEcOmmuNicAtionS,,,,WeAK PaSSwOrds,,8.0,14.09
India#,,MalwAre,EDuCAtiOn ,41.28,197323.0,HAckEr GRoup,,,,4.14
INdia,2016.0,MaLware,IT,34.78,294587.0, UnKNown ,SoCIal EngineEring!,AI-based DETecTIon,43.0,
,2022.0,Man-in-The-Middle,TElecommuNicatIOnS,88.71,191263.0,HAckEr GROup#,  UnpatcHed Software ,,68.0,
FranCe,2017.0,RAnsoMWAre,Healthcare!,88.79,332214.0,Nation-staTE,,AntiVirUs,16.0,
  China,2024.0,Man-in-THE-MiDDLE,,,196531.0,,ZERO-dAy,FiREwALl,45.0,50.24
Brazil,2021.0,SQL InJecTion,BankInG,4.34,258021.0,  Hacker GRoup,,ENcrypTioN,46.0,23.08
RUssIa,,RAnSOmware,,85.65,920121.0,UnkNOwN,SoCial EngIneeRing,AntIviRus,21.0,55.36
AUStRaliA,2021.0,SQL InjECtiOn,  IT,,,UnkNown,ZErO-day,,16.0,162.21
FranCe,2017.0,RansomWAre,IT,27.19,760590.0,,,EncrypTiOn,9.0,512.3
,2023.0,,GoveRnmEnt,45.16,569044.0,HackEr GrOUP,,AnTiVirus@,27.0,213.44
FRAncE,2021.0,,GovernMent,2.3,841324.0,UnkNown ,WeaK PasSwoRds,EnCryPTioN,8.0,18.5
JApaN,2022.0,MAlwarE,,71.54,668679.0,UnKnown , Social ENgineErIng ,  VPN  ,27.0,94.95
,2022.0,SQL Injection,BanKInG,27.86,,UnkNown,UNpatcHeD SoFTwaRe, AI-BaSEd DetECTion  ,,60.02
  Germany  ,2016.0,Man-in-the-MidDLE,IT,13.21,549414.0,  UnknoWn, SOciaL EnGinEERiNg,EncrYptiOn,70.0,7.4
AuStRalia,,DDoS,  GoverNment ,11.89,731839.0,  Unknown  ,ZerO-day,AI-bAsed DetectIon,14.0,
BraZil,2023.0,SQL INjectiOn,HEaLthcarE,76.58,626352.0,HaCkER GrOup,,EncRYptiOn,33.0,
INDIA,,DDoS,,92.23,626017.0,UnknOwn,,Antivirus,1.0,
AuStRaLia,2019.0,DDoS,,70.7,,UnknOwn,SocIal EngInEErInG,,2.0,5.0
 FrancE,,RanSoMwArE,GovernmeNt!,2.39,665023.0,InsIdeR,UnpatcheD SOftWarE,FirEWAlL,49.0,57.13
GERmanY,,, BaNkiNg ,89.87,15909.0,NAtion-staTe!,,Antivirus #,19.0,8.84
  UK  ,2023.0,MaN-IN-thE-MiDdlE,BaNKiNG,24.28,998547.0, UnkNown,Weak PasswORds,AntiviRus,46.0,199.42
AustRalia,2019.0,DDoS, IT,58.3,76358.0,NAtioN-sTAtE,WEaK PAsswOrds,,58.0,119.98
GErmany,2024.0,Man-In-tHE-MiDdLE!,IT#,84.19,89704.0,,Social ENGineeRIng, ANtiviRuS ,26.0,42.25
RUsSia#,2024.0,MaN-In-ThE-MidDlE,EduCAtion,72.02,191361.0,HaCkeR GROuP,UNpatChed SoFtWARe,,11.0,33.22
GermAny,2023.0,MAN-iN-the-MiddLe,GovernmeNt,,200862.0,,SociAl EngINeEriNg,Encryption,13.0,39.71
,2017.0,MALwaRe,,89.49,4966.0,,,,41.0,
 Japan,,PHishINg,,34.06,344674.0,UnknOwn,Weak PaSsWOrDs,ANTiVirus,19.0,
  USA  ,2020.0,,GovERNment,37.66,449424.0,UNKnowN,UnpaTcheD SoftWaRe#,FirewAll,3.0,6.81
Germany@,2020.0,PhISHiNg,HeALthCarE,69.2,162807.0,HacKER GROUp,UnpaTCHed SoftWare,ENcRyptiOn,4.0,301.28
India,2024.0,,BankiNg,,21292.0,,SoCIAl EnginEeRinG,AntiVIrus,10.0,30.63
AuStraliA,2023.0,MaLwaRe,BaNkIng,,,Nation-STate,ZeRo-day,AI-based DetectIOn,,70.15
AuStralIA,2017.0,DDoS,BaNkiNg,16.58,,,  Zero-day , VPN ,7.0,
JaPAn,,, BAnkinG  ,61.33,762300.0,NatiON-StaTe,SoCial ENginEerIng,VPN!,20.0,88.5
,2018.0,  DDOS ,GOvernmEnt,14.1,764003.0,INsiDeR,Zero-day,AI-BAsed DEtEction,43.0,9.39
ChINa!,,DDOS#,BaNkIng,33.88,761910.0,HackeR GrOup,ZeRo-day,ANtiVirus,27.0,
FRance,2023.0,RansomwarE,IT,,296050.0,INsIdEr,WEaK PaSswoRDs, VPN  ,30.0,22.58
France,2020.0,MaLWaRe,GovernMEnt,27.43,82853.0,,SociaL EnGIneerINg,ENcryPtiON,67.0,
  JApan  ,2022.0,SQL InJeCtIon,BAnkinG,34.03,,INsider,Zero-DaY,ENcRyPtIoN  ,,18.32
 Russia,,SQL INjEctION,,6.61,351048.0,InSIdeR,  UNPatcheD SoFtWAre ,VPN@,57.0,32.06
